SUBSYSTEM ID	GENE ID	FUNCTIONAL ROLES	CLASS 1	CLASS 2	REACTIONS	
Glycerate_metabolism	peg.401|peg.1398|peg.1860|peg.2921|peg.3474|peg.4010	Tartrate decarboxylase (EC 4.1.1.73)|2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)|Hydroxypyruvate reductase (EC 1.1.1.81)|Pyruvate kinase (EC 2.7.1.40)|Glycerate kinase (EC 2.7.1.31)	Carbohydrates	Organic acids	rxn01011|rxn00512|rxn00324|rxn00160|rxn01285|rxn01281|rxn04143|rxn01847|rxn00148|rxn01013|rxn01102|rxn01280	
Signal_peptidase	peg.402|peg.1049|peg.1443|peg.1547|peg.2335	Signal peptidase I (EC 3.4.21.89)|Lipoprotein signal peptidase (EC 3.4.23.36)	Protein Metabolism	Protein processing and modification		
Biotin_biosynthesis	peg.417|peg.1027|peg.1035|peg.1036|peg.1037|peg.1720|peg.1829|peg.2248|peg.2859|peg.3023|peg.3024|peg.3025|peg.3026|peg.3027|peg.3209|peg.3288	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)|3-ketoacyl-CoA thiolase (EC 2.3.1.16)|Substrate-specific component BioY of biotin ECF transporter|Biotin operon repressor|Biotin-protein ligase (EC 6.3.4.15)|Biotin synthase (EC 2.8.1.6)|Dethiobiotin synthetase (EC 6.3.3.3)|8-amino-7-oxononanoate synthase (EC 2.3.1.47)|Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)|Pimeloyl-CoA synthase (EC 6.2.1.14)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Biotin	rxn05252|rxn09449|rxn03248|rxn05247|rxn05223|rxn02297|rxn06510|rxn00676|rxn05248|rxn05249|rxn05251|rxn05736|rxn00947|rxn02804|rxn02277|rxn00874|rxn09448|rxn02312|rxn02296|rxn03243|rxn05250|rxn00988|rxn06672|rxn09450|rxn00178|rxn08180|rxn02680	
Unsaturated_Fatty_Acid_Metabolism	peg.417|peg.1027|peg.1036|peg.1135|peg.1720|peg.1829|peg.2859	"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)|3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)"	Fatty Acids and Lipids	Fatty acids	rxn05252|rxn09449|rxn05460|rxn05413|rxn05348|rxn05346|rxn05247|rxn05344|rxn05350|rxn05248|rxn05349|rxn05249|rxn05396|rxn05363|rxn05388|rxn05429|rxn05359|rxn05367|rxn05251|rxn05736|rxn05417|rxn05371|rxn05347|rxn00947|rxn05400|rxn05425|rxn05421|rxn05392|rxn09448|rxn05409|rxn05404|rxn05375|rxn05250|rxn00988|rxn05345|rxn05379|rxn09450|rxn05384|rxn05343	
n-Phenylalkanoic_acid_degradation	peg.417|peg.1027|peg.1035|peg.1036|peg.1719|peg.1720|peg.1829|peg.2420|peg.2857|peg.2859|peg.3288|peg.3289	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)|3-ketoacyl-CoA thiolase (EC 2.3.1.16)|Enoyl-CoA hydratase (EC 4.2.1.17)|3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	rxn01451|rxn05252|rxn02949|rxn09449|rxn02167|rxn03248|rxn03241|rxn05247|rxn02933|rxn03239|rxn06510|rxn00676|rxn03246|rxn05248|rxn04750|rxn03242|rxn05249|rxn03244|rxn05251|rxn05736|rxn03250|rxn00947|rxn01452|rxn02804|rxn03245|rxn00874|rxn03249|rxn09448|rxn02934|rxn03240|rxn03243|rxn05250|rxn00988|rxn09450|rxn02911|rxn03247|rxn06777|rxn00178|rxn02680	
"DNA_topoisomerases,_Type_I,_ATP-independent"	peg.426|peg.1614	DNA topoisomerase III (EC 5.99.1.2)|DNA topoisomerase I (EC 5.99.1.2)	DNA Metabolism	DNA replication	rxn05294	
"Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate"	peg.434|peg.735|peg.764|peg.965|peg.1460|peg.1461|peg.1462|peg.1463|peg.1936|peg.2950|peg.2959|peg.2971|peg.2972|peg.2974|peg.3772|peg.3801|peg.3888|peg.3991	"Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)|Aldehyde dehydrogenase (EC 1.2.1.3)|Acylphosphate phosphohydrolase (EC 3.6.1.7), putative|NAD-dependent protein deacetylase of SIR2 family|Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)|Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)|Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)|Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)|Acetate kinase (EC 2.7.2.1)|Acetyl-coenzyme A synthetase (EC 6.2.1.1)|Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor|NAD-independent protein deacetylase AcuC|Phosphate acetyltransferase (EC 2.3.1.8)"	Carbohydrates	Central carbohydrate metabolism	rxn00225|rxn00011|rxn02342|rxn05734|rxn00979|rxn02853|rxn00175|rxn00152|rxn01103|rxn01871|rxn00506|rxn05735|rxn00985|rxn01851|rxn00173|rxn00227|rxn01286|rxn00670|rxn01241	
Acetyl-CoA_fermentation_to_Butyrate	peg.452|peg.1035|peg.1719|peg.1976|peg.1977|peg.2411|peg.2413|peg.2419|peg.2420|peg.2855|peg.2856|peg.2857|peg.3287|peg.3288|peg.3289|peg.3724	"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)|Acetyl-CoA acetyltransferase (EC 2.3.1.9)|Enoyl-CoA hydratase (EC 4.2.1.17)|Acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)|Acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)|Butyrate kinase (EC 2.7.2.7)|Phosphate butyryltransferase (EC 2.3.1.19)|Butyryl-CoA dehydrogenase (EC 1.3.99.2)|3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)|3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)|Electron transfer flavoprotein, alpha subunit|Electron transfer flavoprotein, beta subunit"	Carbohydrates	Fermentation	rxn01451|rxn00868|rxn01923|rxn10011|rxn02949|rxn02167|rxn03248|rxn03241|rxn10013|rxn00875|rxn05732|rxn02933|rxn03239|rxn06510|rxn00676|rxn03246|rxn04750|rxn03242|rxn03244|rxn10014|rxn00871|rxn03250|rxn01452|rxn02804|rxn03245|rxn00874|rxn03249|rxn02934|rxn03240|rxn03243|rxn01236|rxn02911|rxn03247|rxn06777|rxn00178|rxn10012|rxn10010|rxn02268|rxn02680	
Anaerobic_respiratory_reductases	peg.452|peg.1861|peg.2580|peg.3286|peg.3287|peg.3724|peg.4099	"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)|Anaerobic dehydrogenases, typically selenocysteine-containing|Arsenate reductase (EC 1.20.4.1)"	Respiration	Electron accepting reactions	rxn00868|rxn10011|rxn10013|rxn05732|rxn10014|rxn08171|rxn10012|rxn10010	
Butanol_Biosynthesis	peg.452|peg.1035|peg.1719|peg.2420|peg.2857|peg.3139|peg.3140|peg.3287|peg.3288|peg.3724	"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)|Acetyl-CoA acetyltransferase (EC 2.3.1.9)|Enoyl-CoA hydratase (EC 4.2.1.17)|3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)|NADH-dependent butanol dehydrogenase B (EC 1.1.1.-)|NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)"	Carbohydrates	Fermentation	rxn00868|rxn10011|rxn02949|rxn02167|rxn03248|rxn03241|rxn10013|rxn05732|rxn06510|rxn00676|rxn10014|rxn03250|rxn01452|rxn02527|rxn02804|rxn03245|rxn00874|rxn02934|rxn03240|rxn03243|rxn02911|rxn03247|rxn00178|rxn10012|rxn10010|rxn02680	
Methicillin_resistance_in_Staphylococci	peg.457|peg.473|peg.1520|peg.2236|peg.3559|peg.3855|peg.3856|peg.3857|peg.3858	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D- alanyl ligase (EC 6.3.2.10)|RNA polymerase sigma factor SigB|UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)|Penicillin-binding protein 1A/1B (PBP1)|Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)|D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13)|D-alanyl transfer protein DltB|D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13)|Poly(glycerophosphate chain) D-alanine transfer protein DltD"	Virulence	Resistance to antibiotics and toxic compounds	rxn02011|rxn03164|rxn10307|rxn10308|rxn10311|rxn10312|rxn10310|rxn10314|rxn10315|rxn10309|rxn10191|rxn08040|rxn10313	
"ATP-dependent_RNA_helicases,_bacterial"	peg.458|peg.743|peg.2518|peg.3916	Cold-shock DEAD-box protein A|ATP-dependent RNA helicase YfmL|ATP-dependent RNA helicase YqfR|ATP-dependent RNA helicase Bsu3907	RNA Metabolism	RNA processing and modification		
Biofilm_formation_in_Staphylococcus	peg.473	RNA polymerase sigma factor SigB	Regulation and Cell signaling	Quorum sensing and biofilm formation		
Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	peg.507|peg.3086|peg.3202|peg.3204|peg.3206	"Isochorismatase (EC 3.3.2.1)|Menaquinone-specific isochorismate synthase (EC 5.4.4.2)|Enterobactin synthetase component F (EC 2.7.7.-)|2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)|2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28)"	Virulence	Iron Scavenging Mechanisms	rxn01258|rxn01094|rxn01093|rxn02177	
"Cold_shock,_CspA_family_of_proteins"	peg.512|peg.910|peg.2199	Cold shock protein CspC|Cold shock protein CspD|Cold shock protein CspA	Stress Response	Cold shock		
Arsenic_resistance	peg.533|peg.534|peg.2580|peg.2581|peg.2583|peg.3286	Arsenical resistance operon repressor|Arsenic efflux pump protein|Arsenate reductase (EC 1.20.4.1)|Arsenical-resistance protein ACR3	Virulence	Resistance to antibiotics and toxic compounds	rxn05507|rxn05506|rxn08171	
Pterin_biosynthesis	peg.548|peg.566|peg.783|peg.1959|peg.2282	Dihydropteridine reductase (EC 1.5.1.34)|GTP cyclohydrolase I (EC 3.5.4.16) type 1	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines	rxn03975|rxn00299|rxn01314|rxn05088|rxn03976	
Serine-glyoxylate_cycle	peg.549|peg.716|peg.824|peg.944|peg.1035|peg.1101|peg.1289|peg.1611|peg.1612|peg.1804|peg.1824|peg.1961|peg.2396|peg.2435|peg.2493|peg.2846|peg.2847|peg.2915|peg.2917|peg.3059|peg.3258|peg.3288|peg.3396|peg.3697|peg.4010	"Glyoxalase family protein|Citrate synthase (si) (EC 2.3.3.1)|3-ketoacyl-CoA thiolase (EC 2.3.1.16)|5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)|Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)|Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)|Aconitate hydratase (EC 4.2.1.3)|Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)|Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)|Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)|Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)|5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)|Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)|Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)|Malate dehydrogenase (EC 1.1.1.37)|Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)|L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)|Serine--pyruvate aminotransferase (EC 2.6.1.51)|Enolase (EC 4.2.1.11)|Serine hydroxymethyltransferase (EC 2.1.2.1)|Glycerate kinase (EC 2.7.1.31)"	Carbohydrates	One-carbon Metabolism	rxn01355|rxn00973|rxn03061|rxn00248|rxn00459|rxn03248|rxn01834|rxn00692|rxn00907|rxn06510|rxn00676|rxn00256|rxn00285|rxn00910|rxn00690|rxn02889|rxn02804|rxn00974|rxn01388|rxn00874|rxn00272|rxn01102|rxn01653|rxn03243|rxn00422|rxn00247|rxn01211|rxn00178|rxn00288|rxn02680	
Fructose_utilization	peg.586|peg.617|peg.1440|peg.1441|peg.1442|peg.2708|peg.2709|peg.2710	"Fructokinase (EC 2.7.1.4)|Transcriptional repressor of the fructose operon, DeoR family|1-phosphofructokinase (EC 2.7.1.56)|PTS system, fructose-specific IIA component (EC 2.7.1.69)|PTS system, fructose-specific IIB component (EC 2.7.1.69)|PTS system, fructose-specific IIC component (EC 2.7.1.69)"	Carbohydrates	Monosaccharides	rxn02314|rxn01492|rxn00547|rxn05560	
"Ribitol,_Xylitol,_Arabitol,_Mannitol_and_Sorbitol_utilization"	peg.586|peg.614|peg.615|peg.616|peg.617|peg.1765	Fructokinase (EC 2.7.1.4)|Sorbitol operon transcription regulator|Sorbitol dehydrogenase (EC 1.1.1.14)|Glucitol/sorbitol-specific transport protein gutA|Xylulose kinase (EC 2.7.1.17)	Carbohydrates	Sugar alcohols	rxn01199|rxn05648|rxn09661|rxn00634|rxn00547	
Sucrose_utilization	peg.586|peg.617|peg.3809|peg.3810	"Fructokinase (EC 2.7.1.4)|Sucrose-6-phosphate hydrolase (EC 3.2.1.26)|PTS system, sucrose-specific IIB component (EC 2.7.1.69)|PTS system, sucrose-specific IIC component (EC 2.7.1.69)"	Carbohydrates	Di- and oligosaccharides	rxn01737|rxn00547|rxn02760|rxn05655	
Sucrose_utilization_Shewanella	peg.586|peg.617	Fructokinase (EC 2.7.1.4)	Carbohydrates	Di- and oligosaccharides	rxn00547	
Alginate_metabolism	peg.587|peg.931|peg.1203|peg.1237|peg.3586	Mannose-6-phosphate isomerase (EC 5.3.1.8)|Phosphomannomutase (EC 5.4.2.8)|Hexuronate transporter	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn05574|rxn05673|rxn00559|rxn01329	
Mannose_Metabolism	peg.587|peg.931|peg.1201|peg.1202|peg.1203|peg.3586	"Mannose-6-phosphate isomerase (EC 5.3.1.8)|Phosphomannomutase (EC 5.4.2.8)|Activator of the mannose operon (transcriptional antiterminator), BglG family|PTS system, mannose-specific IIA component (EC 2.7.1.69)|PTS system, mannose-specific IIB component (EC 2.7.1.69)|PTS system, mannose-specific IIC component (EC 2.7.1.69)"	Carbohydrates	Monosaccharides	rxn00559|rxn05610|rxn01329	
Thiamin_biosynthesis	peg.590|peg.878|peg.1166|peg.1167|peg.1168|peg.1169|peg.1170|peg.1171|peg.1172|peg.1323|peg.1325|peg.1326|peg.1582|peg.3102|peg.3807|peg.3834|peg.3835	Thiamine-monophosphate kinase (EC 2.7.4.16)|Thiamin biosynthesis protein ThiC|Thiaminase II (EC 3.5.99.2)|Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)|Glycine oxidase ThiO (EC 1.4.3.19)|Sulfur carrier protein ThiS|Thiazole biosynthesis protein ThiG|Sulfur carrier protein adenylyltransferase ThiF|Phosphomethylpyrimidine kinase (EC 2.7.4.7)|Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine|Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine|Additional substrate-binding component of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine|Thiamin pyrophosphokinase (EC 2.7.6.2)|Substrate-specific component ThiT of thiamin ECF transporter|Hydroxyethylthiazole kinase (EC 2.7.1.50)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Thiamine and thiamine pyrophosphate	rxn04092|rxn01537|rxn00440|rxn00438|rxn02305|rxn05177|rxn03075|rxn03108|rxn00269	
YrdC-YciO	peg.592|peg.594|peg.3702	"Inactive homolog of metal-dependent proteases, putative molecular chaperone|FIG134348: essential endopeptidase|Sua5 YciO YrdC YwlC family protein"	RNA Metabolism	RNA processing and modification		
Macromolecular_synthesis_operon	peg.594|peg.1124|peg.1125|peg.1553|peg.1554|peg.2524|peg.2525|peg.2544	FIG134348: essential endopeptidase|Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)|Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)|RNA polymerase sigma factor RpoD|DNA primase (EC 2.7.7.-)|SSU ribosomal protein S21p	Macromolecular Synthesis	Control of Macromolecuar Synthesis	rxn05296|rxn00414|rxn05295|rxn05294	
Molybdopterin_biosynthesis	peg.596|peg.1429|peg.1430|peg.1431|peg.1432|peg.1433|peg.2949|peg.3677	Molybdenum cofactor biosynthesis protein C|Molybdopterin biosynthesis protein B|Molybdopterin biosynthesis protein A|Molybdopterin-guanine dinucleotide biosynthesis protein B|Molybdenum cofactor biosynthesis protein E|Molybdenum cofactor biosynthesis protein D|Molybdenum cofactor biosynthesis protein B|Molybdenum cofactor biosynthesis protein A	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines		
Oxidative_stress	peg.597|peg.872|peg.881|peg.938|peg.1316|peg.1318|peg.1424|peg.1938|peg.2357|peg.2506|peg.2514|peg.3068|peg.3304|peg.3868|peg.3910	"Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein)|Peroxide stress regulator PerR, FUR family|Catalase (EC 1.11.1.6)|Nitrite-sensitive transcriptional repressor NsrR|Organic hydroperoxide resistance protein|Alkyl hydroperoxide reductase subunit C-like protein|Superoxide dismutase [Fe] (EC 1.15.1.1)|Ferric uptake regulation protein FUR|Manganese superoxide dismutase (EC 1.15.1.1)|Zinc uptake regulation protein ZUR|Ferroxidase (EC 1.16.3.1)|Iron-binding ferritin-like antioxidant protein|Non-specific DNA-binding protein Dps"	Stress Response	Oxidative stress	rxn00206|rxn00006	
GroEL_GroES	peg.602|peg.603	Heat shock protein 60 family co-chaperone GroES|Heat shock protein 60 family chaperone GroEL	Protein Metabolism	Protein folding		
Staphylococcal_pathogenicity_islands_SaPI	peg.603|peg.636|peg.911|peg.3278|peg.3366|peg.4095	Heat shock protein 60 family chaperone GroEL|GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)|Methionine ABC transporter substrate-binding protein|tmRNA-binding protein SmpB|SSU ribosomal protein S18p	Virulence	Pathogenicity islands	rxn00917|rxn05296|rxn05219|rxn05183	
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	peg.614|peg.615|peg.616	Sorbitol operon transcription regulator|Sorbitol dehydrogenase (EC 1.1.1.14)|Glucitol/sorbitol-specific transport protein gutA	Carbohydrates	Monosaccharides	rxn05648|rxn09661|rxn00634	
Dihydroxyacetone_kinases	peg.615|peg.928|peg.929|peg.3398|peg.3699	Sorbitol dehydrogenase (EC 1.1.1.14)|Glycerol uptake facilitator protein|Glycerol kinase (EC 2.7.1.30)|Triosephosphate isomerase (EC 5.3.1.1)|Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Carbohydrates	Central carbohydrate metabolism	rxn00615|rxn00634|rxn00777|rxn05581|rxn00747	
Inositol_catabolism	peg.623|peg.1083|peg.1469|peg.3972|peg.3974|peg.3975|peg.3976|peg.3977|peg.3978|peg.3979|peg.3980|peg.3981|peg.3982|peg.3986	"Major myo-inositol transporter IolT|Predicted transcriptional regulator of the myo-inositol catabolism operon|Myo-inositol-1(or 4)-monophosphatase (EC 3.1.3.25)|5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)|Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)|Myo-inositol 2-dehydrogenase (EC 1.1.1.18)|Minor myo-inositol transporter IolF|Inosose dehydratase (EC 4.2.1.44)|Epi-inositol hydrolase|5-keto-2-deoxygluconokinase (EC 2.7.1.92)|5-keto-2-deoxygluconokinase B (EC 2.7.1.92)|Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)|Transcriptional repressor of the myo-inositol catabolism operon, DeoR family"	Carbohydrates	Sugar alcohols	rxn00883|rxn00879|rxn00671|rxn00881|rxn00501|rxn09944|rxn03931|rxn00882|rxn05593|rxn03932|rxn01176|rxn00747|rxn02007	
"Acetoin,_butanediol_metabolism"	peg.624|peg.727|peg.728|peg.806|peg.807|peg.808|peg.809|peg.810|peg.2833|peg.2834|peg.3607|peg.3608	"2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)|Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)|Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)|Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)|Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)|Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)|Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)|Transcriptional activator of acetoin dehydrogenase operon AcoR|Acetolactate synthase small subunit (EC 2.2.1.6)|Acetolactate synthase large subunit (EC 2.2.1.6)|Alpha-acetolactate decarboxylase (EC 4.1.1.5)|Acetolactate synthase, catabolic (EC 2.2.1.6)"	Carbohydrates	Fermentation	rxn00011|rxn02112|rxn00702|rxn02113|rxn02185|rxn01750|rxn03194|rxn09953	
Bsub-Spore-Coat	peg.630|peg.690|peg.691|peg.1175|peg.1176|peg.1177|peg.1178|peg.1179|peg.1210|peg.1706|peg.1774|peg.1801|peg.1802|peg.1803|peg.2225|peg.2284|peg.2506|peg.2698|peg.2700|peg.2701|peg.2814|peg.3093|peg.3233|peg.3612|peg.3613|peg.3614	"Spore coat protein A|Polypeptide composition of the spore coat protein CotJB|Polypeptide composition of the spore coat protein CotJC|Spore coat protein Z|Spore coat protein Y|Spore coat protein X|Spore coat protein W|Spore coat protein V|Spore coat protein T precursor|Outer spore coat protein E|Spore coat protein C|Spore coat protein M|Small, acid-soluble spore protein P|Small, acid-soluble spore protein O|Inner spore coat protein D|Stage IV sporulation protein A|Manganese superoxide dismutase (EC 1.15.1.1)|Spore coat protein F|Stage VI sporulation protein D|Spore coat protein S|Spore coat protein B|Inner spore coat protein H|Spore coat protein G"	Cell Wall and Capsule	Gram-Positive cell wall components	rxn00206	
Photorespiration_(oxidative_C2_cycle)	peg.660|peg.757|peg.881|peg.1398|peg.1750|peg.1860|peg.2459|peg.2460|peg.2461|peg.2871|peg.3258|peg.3285|peg.3474|peg.3697|peg.3868|peg.3910|peg.4010	"Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)|2-oxoglutarate/malate translocator|Catalase (EC 1.11.1.6)|2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)|Glutamine synthetase type I (EC 6.3.1.2)|Hydroxypyruvate reductase (EC 1.1.1.81)|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)|Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)|Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD|L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)|Glycine cleavage system H protein|Serine hydroxymethyltransferase (EC 2.1.2.1)|Glycerate kinase (EC 2.7.1.31)"	Carbohydrates	CO2 fixation	rxn01011|rxn05603|rxn00512|rxn00324|rxn00187|rxn05493|rxn00692|rxn00006|rxn05760|rxn01281|rxn03409|rxn03407|rxn03406|rxn00272|rxn01013|rxn01102|rxn00333|rxn00422|rxn00908|rxn05605|rxn01280	
"DNA_repair,_bacterial_UvrD_and_related_helicases"	peg.662|peg.1183	ATP-dependent DNA helicase UvrD/PcrA|putative ATP-dependent DNA helicase YjcD	DNA Metabolism	DNA repair	rxn05294	
NAD_consumption	peg.663|peg.965	DNA ligase (EC 6.5.1.2)|NAD-dependent protein deacetylase of SIR2 family	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	NAD and NADP	rxn05294	
ABC_transporter_peptide_(TC_3.A.1.5.5)	peg.666	Peptide transport system permease protein sapB (TC 3.A.1.5.5)	Membrane Transport	ABC transporters		
Asp-tRNA(Asn)_transamidation	peg.668|peg.669|peg.670|peg.2240|peg.2758	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.-)|Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.-)|Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.-)|Asparaginyl-tRNA synthetase (EC 6.1.1.22)|Aspartyl-tRNA synthetase (EC 6.1.1.12)	Protein Metabolism	Protein biosynthesis	rxn05296	
Bacterial_motility:Gliding	peg.672|peg.3130|peg.3531	Swarming motility protein SwrC|Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13)|Cell division protein FtsX	Motility and Chemotaxis	Social motility and nonflagellar swimming in bacteria		
ESAT-6_proteins_secretion_system_in_Firmicutes	peg.682|peg.3189|peg.3190|peg.3191|peg.3192|peg.3193|peg.3194	"Putative toxin component near putative ESAT-related proteins, repetitive|Putative secretion accessory protein EsaA/YueB|FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA|Putative secretion system component EssB/YukC|Putative secretion accessory protein EsaB/YukD|ESAT-6/Esx family secreted protein EsxA/YukE"	Virulence	"Type III, Type IV, ESAT secretion systems"		
L-rhamnose_utilization	peg.697|peg.698|peg.699|peg.700|peg.702|peg.705|peg.706|peg.707|peg.825|peg.3121|peg.3122|peg.3123|peg.3124|peg.3125|peg.3917	"Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component|Predicted rhamnose oligosaccharide ABC transport system, permease component 2|Predicted rhamnose oligosaccharide ABC transport system, permease component|Rhamnogalacturonides degradation protein RhiN|rhamnogalacturonan acetylesterase|Predicted rhamnogalacturonan lyase in rhamnose utilization cluster|L-rhamnose operon transcriptional activator rhaR|L-rhamnose isomerase (EC 5.3.1.14)|L-rhamnose mutarotase|Rhamnulokinase (EC 2.7.1.5)|Transcriptional regulator of rhamnose utilization, DeoR family|Predicted lactaldehyde dehydrogenase (EC 1.2.1.22)|Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19)"	Carbohydrates	Monosaccharides	rxn05646|rxn01053|rxn01761|rxn01390|rxn02161|rxn05598|rxn05170|rxn01621	
Lactose_and_Galactose_Uptake_and_Utilization	peg.708|peg.1441|peg.3419|peg.3824|peg.3825|peg.3891	Beta-galactosidase (EC 3.2.1.23)|Tagatose-6-phosphate kinase (EC 2.7.1.144)|Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)|Galactokinase (EC 2.7.1.6)|UDP-glucose 4-epimerase (EC 5.1.3.2)	Carbohydrates	Di- and oligosaccharides	rxn00816|rxn02314|rxn01492|rxn00355|rxn00808|rxn00214|rxn00295	
Lactose_utilization	peg.708|peg.3419	Beta-galactosidase (EC 3.2.1.23)	Carbohydrates	Monosaccharides	rxn00816	
Phenylpropanoid_compound_degradation	peg.723	Salicylate hydroxylase (EC 1.14.13.1)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	rxn03906|rxn04745|rxn04724|rxn00589|rxn04748	
Salicylate_ester_degradation	peg.723	Salicylate hydroxylase (EC 1.14.13.1)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	rxn03906|rxn04745|rxn04724|rxn00589|rxn04748	
